@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
345,'2025/11/15 19:22:13:442',2,0.716764,0.265879,0.775705,0.332842,0.812202,0.847787,0.440809,0.881211,0.482364,0.743885,0.508251,0.789947,0.568488,0.833277,0.540365,0.859817,0.499111,0.734739,0.525109,0.758078,0.638248,0.781181,0.70654,0.798629,0.759443,0.722047,0.523172,0.737086,0.636533,0.750609,0.713474,0.761114,0.772389,0.710743,0.509969,0,0,0.714299,0.607638,0.716816,0.673326,0.399739,2
346,'2025/11/15 19:22:13:489',2,0.719863,0.252708,0.778521,0.317293,0.813876,0.847936,0.429231,0.883507,0.469832,0.750378,0.500248,0.793704,0.559926,0.836481,0.53145,0.863806,0.491553,0.738942,0.51572,0.760099,0.628575,0.783048,0.695211,0.800807,0.748044,0.72445,0.511554,0.73947,0.62472,0.754207,0.700759,0.765821,0.760852,0.711951,0.494729,0,0,0.717932,0.590866,0.721224,0.656375,0.387607,2
347,'2025/11/15 19:22:13:497',2,0.717622,0.243467,0.779375,0.307104,0.815037,0.849313,0.420939,0.888663,0.458704,0.748145,0.493862,0.795928,0.551608,0.840839,0.521708,0.869105,0.479666,0.737107,0.509072,0.761561,0.622268,0.785337,0.689951,0.803055,0.741924,0.723483,0.503563,0.740472,0.619401,0.755763,0.695595,0.767135,0.754746,0.713002,0.486178,0,0,0.720324,0.582616,0.724334,0.648116,0.378283,2
348,'2025/11/15 19:22:13:540',2,0.716111,0.232763,0.776688,0.298345,0.816045,0.851744,0.415055,0.890833,0.452721,0.749495,0.487417,0.798642,0.548461,0.843075,0.517646,0.870901,0.475237,0.736852,0.5017,0.76194,0.614968,0.786001,0.682886,0.804225,0.736858,0.722573,0.495599,0.741438,0.611812,0.757238,0.687872,0.769455,0.747766,0.711655,0.478124,0,0,0.721073,0.574956,0.725497,0.640572,0.373091,2
349,'2025/11/15 19:22:13:590',2,0.716163,0.229114,0.778418,0.294293,0.817002,0.852817,0.411571,0.892551,0.450352,0.748274,0.483342,0.794315,0.544889,0.839143,0.516852,0.868932,0.477218,0.735314,0.496608,0.759963,0.611814,0.784354,0.679362,0.803087,0.732564,0.721476,0.490049,0.741047,0.608985,0.75784,0.683428,0.770641,0.741941,0.712104,0.471822,0,0,0.721957,0.568027,0.724866,0.633206,0.368785,2
350,'2025/11/15 19:22:13:598',2,0.716107,0.222447,0.778729,0.288528,0.81789,0.853633,0.405475,0.891819,0.443702,0.748129,0.479458,0.795611,0.542929,0.840009,0.514051,0.868357,0.474446,0.735147,0.493257,0.760001,0.605785,0.784058,0.673451,0.80276,0.727719,0.721116,0.485738,0.73947,0.602783,0.754735,0.676994,0.767263,0.735791,0.711724,0.465922,0,0,0.720759,0.559676,0.723388,0.62543,0.362818,2
351,'2025/11/15 19:22:13:644',2,0.714912,0.218518,0.77732,0.284015,0.816642,0.852473,0.400857,0.890143,0.441038,0.749132,0.472223,0.792745,0.536612,0.836528,0.51136,0.864497,0.474208,0.735551,0.484998,0.758521,0.600372,0.783653,0.668061,0.80235,0.720719,0.721261,0.478549,0.741425,0.597965,0.759932,0.670936,0.773479,0.729015,0.712295,0.45993,0,0,0.720072,0.553779,0.723245,0.619347,0.356755,2
352,'2025/11/15 19:22:13:697',2,0.714751,0.215336,0.776631,0.282066,0.815583,0.851904,0.397589,0.889707,0.43671,0.750508,0.471214,0.792883,0.533512,0.83568,0.505699,0.862924,0.467925,0.737001,0.483266,0.760337,0.596916,0.785644,0.663102,0.804335,0.715271,0.722114,0.475594,0.739792,0.593711,0.756956,0.665791,0.770191,0.72294,0.712375,0.454868,0,0,0.71977,0.547355,0.722806,0.613174,0.354581,2
353,'2025/11/15 19:22:13:703',2,0.713622,0.212296,0.774501,0.277828,0.814402,0.851058,0.393046,0.888089,0.43177,0.750161,0.465628,0.791419,0.52778,0.833732,0.501145,0.861919,0.4649,0.737264,0.47859,0.758361,0.593351,0.783394,0.659748,0.802854,0.711909,0.722172,0.473023,0.741665,0.591923,0.759741,0.66065,0.773179,0.714677,0.711203,0.454494,0,0,0.719565,0.545137,0.722309,0.609308,0.349065,2
354,'2025/11/15 19:22:13:749',2,0.70987,0.207081,0.772105,0.271813,0.812053,0.847807,0.387922,0.888311,0.427261,0.746015,0.460199,0.792051,0.527256,0.833561,0.49887,0.861511,0.462217,0.732313,0.474259,0.756138,0.589629,0.780434,0.655116,0.800564,0.708371,0.717603,0.467688,0.737385,0.586941,0.754594,0.656788,0.769042,0.711909,0.707905,0.447987,0,0,0.716916,0.539044,0.718727,0.603728,0.343506,2
355,'2025/11/15 19:22:13:758',2,0.70943,0.2048,0.77075,0.268601,0.810344,0.84681,0.385176,0.886149,0.426203,0.746135,0.455327,0.791553,0.520001,0.832015,0.49152,0.857868,0.454154,0.734852,0.472241,0.756613,0.584819,0.780494,0.651214,0.800072,0.703368,0.720123,0.46772,0.735287,0.583248,0.751374,0.653859,0.765017,0.70908,0.708328,0.449716,0,0,0.712615,0.538841,0.714042,0.601879,0.339586,2
356,'2025/11/15 19:22:13:819',2,0.704773,0.206269,0.76575,0.264508,0.806986,0.844827,0.384235,0.882628,0.427288,0.746142,0.457169,0.791455,0.521482,0.831217,0.491914,0.856413,0.452434,0.734893,0.473978,0.756667,0.58507,0.780181,0.650633,0.800534,0.701517,0.719168,0.469022,0.731912,0.580752,0.746375,0.651936,0.760099,0.706576,0.704264,0.450293,0,0,0.710055,0.541536,0.711971,0.605287,0.337292,2
357,'2025/11/15 19:22:13:827',2,0.701705,0.204961,0.76298,0.265854,0.80445,0.843875,0.383453,0.880402,0.428154,0.737476,0.457771,0.784709,0.522726,0.826104,0.49071,0.853731,0.449027,0.725046,0.473456,0.746421,0.584305,0.770662,0.653346,0.79203,0.70819,0.709282,0.466353,0.722306,0.579712,0.7384,0.654587,0.754026,0.711971,0.695061,0.44375,0,0,0.698854,0.535479,0.698625,0.602601,0.337586,2
358,'2025/11/15 19:22:13:880',2,0.694836,0.213161,0.754826,0.268243,0.799636,0.83767,0.38449,0.871834,0.428635,0.735172,0.45957,0.778451,0.519566,0.81953,0.493487,0.847766,0.45708,0.722927,0.478889,0.742091,0.585654,0.767657,0.65395,0.790494,0.707361,0.70604,0.476073,0.714355,0.58449,0.730746,0.656984,0.746946,0.71216,0.689541,0.457037,0,0,0.687196,0.548544,0.686786,0.613576,0.338564,2
359,'2025/11/15 19:22:13:936',2,0.690489,0.226129,0.75014,0.276841,0.794023,0.830692,0.389223,0.864953,0.433546,0.729905,0.466691,0.772811,0.525163,0.813444,0.500031,0.840748,0.464802,0.715881,0.488416,0.735127,0.594211,0.761805,0.659285,0.785064,0.709833,0.697537,0.486898,0.705586,0.592414,0.724026,0.664216,0.742195,0.719529,0.678787,0.467588,0,0,0.674354,0.557319,0.673931,0.61951,0.343217,2
360,'2025/11/15 19:22:13:942',2,0.684108,0.230809,0.744591,0.280143,0.789577,0.828526,0.392807,0.860357,0.440052,0.722946,0.469706,0.765718,0.527894,0.807052,0.504579,0.834544,0.469554,0.708786,0.489489,0.724158,0.595263,0.751987,0.663304,0.774877,0.715724,0.689554,0.485604,0.693031,0.593591,0.711832,0.667556,0.729219,0.724938,0.670767,0.463199,0,0,0.658517,0.552876,0.656669,0.617954,0.346761,2
361,'2025/11/15 19:22:14:005',2,0.677625,0.235852,0.738206,0.286338,0.78474,0.822864,0.397255,0.854293,0.448193,0.716987,0.474735,0.760584,0.532987,0.802472,0.512424,0.830975,0.478122,0.701134,0.496394,0.7178,0.602563,0.744554,0.67011,0.766452,0.7221,0.68137,0.494265,0.684537,0.602242,0.701967,0.674741,0.718985,0.731054,0.662087,0.472179,0,0,0.649236,0.561466,0.647751,0.624242,0.351147,2
362,'2025/11/15 19:22:14:010',2,0.671363,0.237087,0.733378,0.286865,0.780659,0.81886,0.39894,0.851374,0.452318,0.710257,0.477227,0.753751,0.538245,0.795178,0.519446,0.823864,0.483708,0.694004,0.499976,0.710997,0.605548,0.738198,0.674751,0.76155,0.728686,0.674166,0.498101,0.67751,0.606445,0.694694,0.678889,0.712372,0.735747,0.654143,0.47648,0,0,0.640932,0.565363,0.639635,0.628329,0.351868,2
363,'2025/11/15 19:22:14:061',2,0.666078,0.235626,0.730359,0.287795,0.776741,0.815221,0.401637,0.84733,0.455098,0.703429,0.478646,0.747363,0.540356,0.789797,0.52331,0.819413,0.488136,0.687105,0.500536,0.704051,0.608098,0.732641,0.679222,0.756923,0.734645,0.667428,0.497648,0.669727,0.608043,0.686087,0.682785,0.702993,0.741773,0.647794,0.474905,0,0,0.634399,0.564678,0.632853,0.629684,0.354359,2
364,'2025/11/15 19:22:14:066',2,0.659865,0.238428,0.723222,0.286552,0.77196,0.811111,0.401888,0.845189,0.453653,0.700872,0.482317,0.745848,0.542055,0.787429,0.52385,0.816483,0.486936,0.684497,0.505457,0.702851,0.615052,0.731373,0.684767,0.756359,0.73753,0.664071,0.503021,0.665162,0.616276,0.68206,0.688974,0.700569,0.745849,0.643317,0.480183,0,0,0.631286,0.56912,0.629748,0.632466,0.353989,2
365,'2025/11/15 19:22:14:114',2,0.659442,0.234472,0.723564,0.286639,0.771233,0.809142,0.400203,0.840175,0.452137,0.700089,0.482839,0.74483,0.544336,0.786153,0.522054,0.814661,0.482359,0.684234,0.50273,0.702391,0.614527,0.730609,0.685,0.755514,0.740168,0.664047,0.497849,0.665084,0.610264,0.681579,0.684231,0.699253,0.742865,0.644158,0.473228,0,0,0.632022,0.56251,0.629866,0.627281,0.353872,2
366,'2025/11/15 19:22:14:124',2,0.654415,0.235108,0.71827,0.285732,0.767108,0.806102,0.402681,0.837531,0.452907,0.698337,0.486091,0.7424,0.545297,0.78347,0.524872,0.812489,0.487598,0.681137,0.507212,0.699068,0.617696,0.726479,0.686167,0.750534,0.739036,0.659851,0.502861,0.661288,0.613623,0.678394,0.686342,0.696537,0.743671,0.638691,0.478409,0,0,0.627595,0.567001,0.626155,0.629855,0.354752,2
367,'2025/11/15 19:22:14:168',2,0.645268,0.239555,0.709437,0.291679,0.759109,0.797572,0.410897,0.831215,0.461518,0.689498,0.489151,0.731925,0.547844,0.77443,0.529647,0.806326,0.498029,0.673125,0.510696,0.688988,0.617295,0.716986,0.685547,0.74128,0.739136,0.652462,0.50815,0.653782,0.616379,0.67129,0.687632,0.68967,0.744253,0.630939,0.486588,0,0,0.619221,0.574845,0.618295,0.636201,0.361104,2
368,'2025/11/15 19:22:14:195',2,0.636951,0.247332,0.700595,0.297441,0.75009,0.787346,0.42452,0.821763,0.471272,0.678445,0.498304,0.724147,0.552926,0.767019,0.536404,0.798779,0.505739,0.659727,0.519094,0.675984,0.625698,0.705021,0.692674,0.73058,0.742792,0.637993,0.514821,0.642387,0.626999,0.661463,0.699206,0.681283,0.754819,0.616154,0.490341,0,0,0.605369,0.580069,0.60466,0.641736,0.372039,2
369,'2025/11/15 19:22:14:243',2,0.612806,0.260581,0.676665,0.313327,0.725817,0.766171,0.436887,0.794808,0.487538,0.65185,0.508404,0.705473,0.561802,0.749224,0.546563,0.779426,0.519173,0.634019,0.531826,0.652666,0.634538,0.683645,0.701779,0.711174,0.754577,0.612756,0.529388,0.618506,0.627786,0.63849,0.698148,0.659194,0.753936,0.592172,0.507987,0,0,0.583122,0.592705,0.587847,0.64967,0.384533,2
370,'2025/11/15 19:22:14:256',2,0.588458,0.277713,0.650635,0.32638,0.699115,0.740238,0.450907,0.762533,0.505448,0.631934,0.523085,0.678343,0.579412,0.720659,0.56389,0.751226,0.535999,0.611682,0.544696,0.622535,0.650767,0.648488,0.71984,0.673994,0.770714,0.588474,0.540245,0.587091,0.642061,0.607519,0.711572,0.630963,0.762462,0.567982,0.517427,0,0,0.559434,0.603496,0.568805,0.660333,0.397245,2
371,'2025/11/15 19:22:14:306',2,0.568276,0.301329,0.628395,0.355853,0.674833,0.709285,0.485929,0.726282,0.536095,0.610397,0.554512,0.649051,0.604309,0.688512,0.591921,0.716666,0.567757,0.585508,0.572475,0.592592,0.674719,0.612235,0.739044,0.630516,0.787588,0.558394,0.566504,0.54972,0.664094,0.562266,0.725075,0.577269,0.770481,0.532066,0.538457,0,0,0.512236,0.619606,0.510837,0.672172,0.429788,2
372,'2025/11/15 19:22:14:335',2,0.547912,0.309314,0.607493,0.370655,0.649392,0.680826,0.520498,0.682255,0.578265,0.575598,0.556818,0.60453,0.623895,0.639987,0.622029,0.667519,0.604259,0.546556,0.575597,0.555284,0.679352,0.570393,0.741887,0.585256,0.790492,0.515434,0.573829,0.509963,0.674555,0.522526,0.739158,0.539876,0.787275,0.483471,0.549908,0,0,0.463128,0.629419,0.461546,0.683116,0.451183,2
373,'2025/11/15 19:22:14:374',2,0.528842,0.329137,0.584485,0.385587,0.621659,0.649685,0.534232,0.658907,0.586786,0.539489,0.571223,0.568088,0.642191,0.606399,0.632771,0.634304,0.60629,0.511311,0.592539,0.520309,0.697939,0.538855,0.767231,0.554579,0.81992,0.480665,0.591115,0.472043,0.692059,0.48071,0.757199,0.492281,0.80617,0.450176,0.567811,0,0,0.428937,0.64702,0.422646,0.703711,0.469877,2
374,'2025/11/15 19:22:14:392',2,0.494416,0.337464,0.561066,0.385041,0.605299,0.625863,0.544718,0.625584,0.601468,0.508836,0.583549,0.534277,0.668711,0.577167,0.660038,0.610905,0.629571,0.479368,0.601748,0.488177,0.711981,0.50899,0.78149,0.530229,0.833965,0.45104,0.597169,0.445682,0.706248,0.454291,0.777533,0.466734,0.831746,0.424153,0.572122,0,0,0.40125,0.660937,0.384962,0.72291,0.476066,2
375,'2025/11/15 19:22:14:465',2,0.443036,0.35846,0.505494,0.411274,0.550604,0.580782,0.552898,0.591141,0.607961,0.480222,0.598168,0.505333,0.683618,0.546946,0.675281,0.57822,0.647262,0.448992,0.619911,0.459623,0.727966,0.48346,0.791724,0.506001,0.836928,0.417243,0.617735,0.406573,0.724885,0.415383,0.790572,0.42824,0.840393,0.387972,0.592783,0,0,0.362272,0.675797,0.347147,0.733089,0.487449,2
376,'2025/11/15 19:22:14:470',2,0.410994,0.364965,0.472936,0.411204,0.523277,0.545389,0.565056,0.539079,0.614476,0.447777,0.605577,0.472601,0.688646,0.508497,0.679754,0.535269,0.651194,0.415382,0.625275,0.428214,0.732793,0.448611,0.798379,0.467172,0.851387,0.384049,0.623654,0.377289,0.72804,0.385936,0.794723,0.397326,0.845801,0.35331,0.600524,0,0,0.328382,0.682718,0.314425,0.739885,0.492206,2
377,'2025/11/15 19:22:14:498',2,0.387981,0.368836,0.448581,0.419908,0.498487,0.525716,0.574463,0.523211,0.62306,0.426696,0.60625,0.459679,0.681653,0.49283,0.681811,0.516887,0.665202,0.391164,0.627755,0.403006,0.735913,0.420418,0.802982,0.437164,0.858817,0.356746,0.625788,0.3503,0.728783,0.358464,0.795946,0.369794,0.850775,0.322713,0.602634,0,0,0.297814,0.682999,0.283283,0.740003,0.501751,2
378,'2025/11/15 19:22:14:569',2,0.363082,0.375019,0.425128,0.425181,0.472462,0.502309,0.569912,0.510084,0.62119,0.402889,0.609443,0.431381,0.679902,0.463916,0.686287,0.488698,0.676662,0.366436,0.63145,0.377437,0.738626,0.394373,0.80752,0.409156,0.865188,0.330904,0.630878,0.323736,0.736446,0.329899,0.804782,0.338354,0.860708,0.296302,0.608345,0,0,0.269356,0.690198,0.253438,0.746358,0.501538,2
379,'2025/11/15 19:22:14:573',2,0.346509,0.383402,0.404531,0.435548,0.451341,0.480315,0.568691,0.48605,0.628868,0.379464,0.61086,0.411191,0.677689,0.444193,0.684568,0.471748,0.672697,0.343697,0.634313,0.351525,0.745012,0.365169,0.815043,0.377758,0.875148,0.308343,0.633384,0.299181,0.738421,0.303214,0.807477,0.310602,0.866039,0.274034,0.609679,0,0,0.244265,0.690461,0.228541,0.746715,0.502604,2
380,'2025/11/15 19:22:14:618',2,0.334611,0.382603,0.394107,0.434207,0.438702,0.463368,0.574162,0.470533,0.637649,0.361693,0.615133,0.387878,0.682624,0.419752,0.687286,0.446509,0.675708,0.325141,0.636806,0.331028,0.747474,0.344288,0.820763,0.356163,0.882476,0.28885,0.634882,0.280268,0.740423,0.283119,0.810986,0.288666,0.870255,0.253567,0.610182,0,0,0.222247,0.692278,0.205202,0.749034,0.506096,2
381,'2025/11/15 19:22:14:629',2,0.31484,0.383146,0.379145,0.4323,0.42582,0.450249,0.580321,0.459629,0.647373,0.351441,0.619103,0.377899,0.687102,0.406599,0.691887,0.430413,0.676376,0.311421,0.642895,0.316402,0.753457,0.329689,0.826274,0.342303,0.888604,0.271768,0.640837,0.263033,0.7464,0.264832,0.815897,0.269955,0.874309,0.23342,0.616454,0,0,0.204398,0.696813,0.186616,0.752766,0.507161,2
382,'2025/11/15 19:22:14:695',2,0.300628,0.382236,0.365647,0.434584,0.41487,0.442116,0.582662,0.447121,0.649933,0.338852,0.622195,0.367209,0.693111,0.396302,0.69627,0.418537,0.678813,0.29888,0.645024,0.304073,0.75693,0.316276,0.830671,0.327217,0.89436,0.258937,0.642024,0.251337,0.748673,0.252431,0.818745,0.256611,0.877989,0.219755,0.616521,0,0,0.188758,0.699274,0.170578,0.756085,0.509706,2
383,'2025/11/15 19:22:14:700',2,0.289448,0.381097,0.355586,0.432072,0.40539,0.433095,0.586465,0.438273,0.655311,0.329674,0.62264,0.35648,0.693002,0.386532,0.700891,0.410462,0.686754,0.288904,0.645982,0.294263,0.757271,0.306936,0.830599,0.318562,0.896648,0.249093,0.64341,0.241312,0.750151,0.242551,0.821772,0.246682,0.883027,0.209436,0.618261,0,0,0.177823,0.701717,0.159238,0.760032,0.510029,2
384,'2025/11/15 19:22:14:754',2,0.284675,0.37924,0.350419,0.433115,0.399448,0.426754,0.584203,0.429507,0.65348,0.323271,0.625759,0.351056,0.694458,0.380959,0.702288,0.405538,0.686176,0.282153,0.648553,0.287217,0.760237,0.300197,0.834469,0.311769,0.900301,0.242169,0.644901,0.233855,0.752989,0.235187,0.824991,0.239996,0.885771,0.202685,0.617529,0,0,0.169604,0.701215,0.150642,0.760791,0.509626,2
385,'2025/11/15 19:22:14:767',2,0.277496,0.37556,0.343659,0.43226,0.393714,0.423687,0.583347,0.426584,0.655033,0.314913,0.624855,0.343973,0.694812,0.37482,0.704845,0.400153,0.688222,0.275332,0.648278,0.280261,0.762088,0.293658,0.836484,0.305367,0.903202,0.236618,0.644716,0.230096,0.755163,0.230739,0.829472,0.233882,0.890958,0.197467,0.617549,0,0,0.163667,0.701648,0.143379,0.762353,0.508274,2
386,'2025/11/15 19:22:14:822',2,0.272987,0.375328,0.338256,0.430528,0.386848,0.416049,0.586828,0.422648,0.657655,0.312241,0.625593,0.339871,0.696047,0.370851,0.706587,0.396523,0.690961,0.271468,0.649002,0.276294,0.763158,0.289177,0.83741,0.3005,0.903716,0.231867,0.645036,0.224094,0.756655,0.224528,0.829991,0.227637,0.891445,0.192119,0.616912,0,0,0.158417,0.701881,0.138321,0.762441,0.510098,2
387,'2025/11/15 19:22:14:831',2,0.266715,0.376403,0.333003,0.432344,0.381983,0.409873,0.587487,0.417995,0.656803,0.305333,0.626019,0.333737,0.6968,0.364851,0.707225,0.390894,0.691207,0.264973,0.649711,0.270454,0.763803,0.283585,0.838029,0.294805,0.904071,0.225872,0.646579,0.219031,0.757756,0.219992,0.831234,0.22377,0.892184,0.185421,0.619197,0,0,0.152414,0.702678,0.132742,0.762895,0.511083,2
388,'2025/11/15 19:22:14:878',2,0.259895,0.374435,0.324774,0.429526,0.374603,0.403692,0.587428,0.409144,0.659246,0.299727,0.626212,0.32787,0.699111,0.358295,0.709128,0.38303,0.691854,0.259713,0.65069,0.26559,0.764232,0.279133,0.838937,0.290777,0.90487,0.220334,0.647722,0.212766,0.75919,0.213829,0.83302,0.218204,0.894073,0.179627,0.620098,0,0,0.144642,0.704717,0.124134,0.765047,0.509548,2
389,'2025/11/15 19:22:14:928',2,0.252003,0.378611,0.317907,0.432566,0.365863,0.397179,0.591802,0.404025,0.661192,0.294235,0.630505,0.321799,0.703814,0.351163,0.714694,0.375962,0.696209,0.252795,0.653556,0.258169,0.76819,0.271376,0.842692,0.28328,0.908113,0.212663,0.649417,0.205312,0.761221,0.206121,0.835613,0.210194,0.896084,0.171391,0.621785,0,0,0.137777,0.706395,0.117787,0.766645,0.51262,2
390,'2025/11/15 19:22:14:933',2,0.244532,0.386754,0.311615,0.440613,0.359241,0.390545,0.598095,0.397034,0.668275,0.28895,0.636463,0.315682,0.711928,0.345392,0.719535,0.370092,0.698697,0.246971,0.658517,0.251858,0.774585,0.265055,0.850042,0.276742,0.915237,0.206184,0.653818,0.19752,0.766074,0.198484,0.840752,0.203304,0.901595,0.165136,0.62564,0,0,0.129452,0.710483,0.108915,0.771297,0.521142,2
391,'2025/11/15 19:22:14:976',2,0.239662,0.398794,0.304031,0.452604,0.352564,0.384507,0.603975,0.386165,0.670193,0.280525,0.645069,0.30774,0.71753,0.337691,0.724774,0.361844,0.705062,0.237554,0.666425,0.242165,0.782817,0.253822,0.858161,0.263913,0.923412,0.195936,0.66156,0.186683,0.771928,0.18664,0.846404,0.190526,0.908251,0.154239,0.633314,0,0,0.119553,0.717952,0.099295,0.776779,0.529652,2
392,'2025/11/15 19:22:14:990',2,0.232064,0.405817,0.297111,0.459314,0.345747,0.376402,0.616267,0.375607,0.686113,0.272962,0.655091,0.301072,0.728285,0.328993,0.734622,0.351322,0.712391,0.229098,0.677276,0.233132,0.793465,0.24516,0.868287,0.255329,0.932908,0.187032,0.671412,0.177442,0.78208,0.177254,0.85729,0.180209,0.919199,0.145292,0.641123,0,0,0.110489,0.725345,0.089593,0.785092,0.539185,2
393,'2025/11/15 19:22:15:062',2,0.226589,0.413338,0.291757,0.469817,0.339699,0.371736,0.623453,0.369094,0.696521,0.265925,0.661248,0.291868,0.730906,0.320314,0.742203,0.34513,0.72575,0.221748,0.683429,0.225177,0.800512,0.236476,0.874681,0.246539,0.942449,0.179293,0.678169,0.169468,0.790052,0.168756,0.864883,0.171241,0.92771,0.137235,0.648255,0,0,0.101464,0.73331,0.080853,0.793744,0.546336,2
394,'2025/11/15 19:22:15:067',2,0.218716,0.42071,0.284708,0.476696,0.335297,0.36738,0.630198,0.363885,0.703345,0.25962,0.66826,0.285473,0.740552,0.313815,0.751336,0.338419,0.733702,0.214685,0.690258,0.218393,0.807484,0.229786,0.881938,0.240156,0.949772,0.171977,0.685744,0.1625,0.796743,0.161747,0.870728,0.164434,0.932769,0.129195,0.656596,0,0,0.094067,0.741333,0.073056,0.800777,0.552534,2
395,'2025/11/15 19:22:15:097',2,0.215238,0.424341,0.283591,0.482496,0.33309,0.362808,0.637385,0.355692,0.710387,0.254188,0.674116,0.280761,0.745751,0.309108,0.756561,0.332989,0.737913,0.209389,0.695511,0.213507,0.812592,0.223686,0.887619,0.232807,0.956901,0.166723,0.690192,0.158126,0.801794,0.156171,0.876212,0.157779,0.938304,0.124226,0.65984,0,0,0.088798,0.743832,0.067688,0.803987,0.55877,2
396,'2025/11/15 19:22:15:173',2,0.212505,0.422336,0.280702,0.481979,0.331104,0.360359,0.642578,0.350773,0.715261,0.250203,0.673313,0.27732,0.747307,0.305694,0.758722,0.328488,0.740468,0.20588,0.695349,0.208368,0.814185,0.219189,0.890306,0.228542,0.958628,0.163229,0.690791,0.153167,0.803329,0.151806,0.879122,0.153961,0.941715,0.120741,0.66197,0,0,0.084289,0.745178,0.062608,0.805077,0.56179,2
397,'2025/11/15 19:22:15:206',2,0.212627,0.419978,0.279481,0.480063,0.329843,0.359804,0.638055,0.351864,0.71123,0.248487,0.669539,0.274282,0.745424,0.302564,0.756878,0.325335,0.737257,0.205801,0.691835,0.209106,0.810541,0.219819,0.88591,0.227597,0.953447,0.16472,0.687508,0.152078,0.800522,0.149486,0.876543,0.1505,0.938659,0.123548,0.658895,0,0,0.084564,0.740628,0.061609,0.799837,0.557841,2
398,'2025/11/15 19:22:15:221',2,0.218886,0.406992,0.283488,0.467335,0.332565,0.362335,0.62815,0.356294,0.702021,0.250531,0.659964,0.275617,0.738228,0.306132,0.74761,0.329866,0.726393,0.208301,0.681911,0.212476,0.799828,0.223099,0.874307,0.229498,0.940919,0.167679,0.677981,0.153336,0.79074,0.150346,0.866922,0.150473,0.929176,0.127321,0.649642,0,0,0.088545,0.731478,0.06546,0.790007,0.547504,2
399,'2025/11/15 19:22:15:235',2,0.223951,0.40233,0.288037,0.461516,0.338472,0.36808,0.616365,0.36135,0.689649,0.255736,0.649169,0.280836,0.729427,0.311232,0.735208,0.335154,0.712023,0.214386,0.671837,0.217651,0.789687,0.227338,0.864078,0.23343,0.929119,0.173696,0.668435,0.158247,0.780633,0.15526,0.855047,0.156235,0.916122,0.133246,0.641347,0,0,0.095605,0.722422,0.072916,0.780365,0.537777,2
400,'2025/11/15 19:22:15:298',2,0.230314,0.394338,0.294834,0.450803,0.344687,0.37117,0.603443,0.36729,0.675684,0.258605,0.638052,0.285581,0.718745,0.31788,0.723178,0.342369,0.700932,0.218671,0.661047,0.221305,0.778061,0.23273,0.853439,0.23986,0.917292,0.17951,0.65791,0.164803,0.76971,0.162615,0.844548,0.16365,0.906391,0.140689,0.631641,0,0,0.103148,0.712563,0.080308,0.7704,0.527108,2
401,'2025/11/15 19:22:15:303',2,0.236708,0.383083,0.295909,0.441774,0.343944,0.371294,0.593334,0.370425,0.664274,0.262408,0.629008,0.291288,0.707638,0.323941,0.71148,0.349027,0.689844,0.22359,0.651928,0.225366,0.768768,0.23715,0.844666,0.244952,0.908669,0.185155,0.647848,0.170425,0.759536,0.168764,0.833846,0.170485,0.897104,0.147076,0.621057,0,0,0.110405,0.701209,0.088548,0.759137,0.520187,2
402,'2025/11/15 19:22:15:357',2,0.239739,0.379725,0.297258,0.437026,0.344525,0.373722,0.585335,0.377073,0.654683,0.26277,0.623008,0.292915,0.700332,0.327096,0.70292,0.352762,0.681451,0.22603,0.645872,0.227322,0.759921,0.240988,0.836653,0.250867,0.901668,0.188969,0.642599,0.173439,0.75322,0.173597,0.828219,0.177519,0.8926,0.152192,0.61734,0,0,0.11462,0.69602,0.093123,0.754109,0.515,2
